|H010|3443|UN|6,000|6,960000|41,76|0|||1.1.2.12.001|42,04|
|H010|3489|UN|103,000|2,490000|256,47|0|||1.1.2.12.001|256,26|
|H010|3501|UN|5,000|3,486000|17,43|0|||1.1.2.12.001|17,36|
|H010|3503|UN|26,000|0,708077|18,41|0|||1.1.2.12.001|18,41|
|H010|3508|PC|1,000|6,660000|6,66|0|||1.1.2.12.001|6,47|
|H010|3536|UN|6,000|2,545000|15,27|0|||1.1.2.12.001|15,27|
|H010|3537|PC|5,000|2,106000|10,53|0|||1.1.2.12.001|10,53|
|H010|3540|UN|1,000|4,710000|4,71|0|||1.1.2.12.001|4,71|
|H010|3557|UN|3,000|19,880000|59,64|0|||1.1.2.12.001|59,64|
|H010|3559|UN|8,000|14,910000|119,28|0|||1.1.2.12.001|119,28|
|H010|3565|UN|7,000|2,031429|14,22|0|||1.1.2.12.001|14,21|
|H010|3566|UN|3,000|5,073333|15,22|0|||1.1.2.12.001|15,52|
|H010|3569|UN|7,000|0,868571|6,08|0|||1.1.2.12.001|6,08|
|H010|3570|UN|15,000|0,470000|7,05|0|||1.1.2.12.001|7,05|
|H010|3571|UN|19,000|1,678947|31,90|0|||1.1.2.12.001|31,90|
|H010|3620|UN|11,000|6,746364|74,21|0|||1.1.2.12.001|74,21|
|H010|3624|UN|5,000|0,574000|2,87|0|||1.1.2.12.001|2,85|
|H010|3631|UN|8,000|7,880000|63,04|0|||1.1.2.12.001|63,04|
|H010|3635|UN|4,000|21,982500|87,93|0|||1.1.2.12.001|86,96|
|H010|3636|UN|2,000|21,430000|42,86|0|||1.1.2.12.001|87,33|
|H010|3639|UN|1,000|1,710000|1,71|0|||1.1.2.12.001|1,71|
|H010|3645|UN|3,000|2,740000|8,22|0|||1.1.2.12.001|8,22|
|H010|3648|UN|22,000|0,435909|9,59|0|||1.1.2.12.001|9,59|
|H010|3650|UN|1,000|1,380000|1,38|0|||1.1.2.12.001|1,38|
|H010|3651|UN|20,000|0,435000|8,70|0|||1.1.2.12.001|8,70|
|H010|3654|PC|31,000|3,092903|95,88|0|||1.1.2.12.001|95,88|
|H010|3656|PC|17,000|2,658235|45,19|0|||1.1.2.12.001|47,87|
|H010|3657|PC|18,000|4,830000|86,94|0|||1.1.2.12.001|86,94|
|H010|3658|UN|6,000|15,543333|93,26|0|||1.1.2.12.001|93,17|
|H010|3673|UN|5,000|4,408000|22,04|0|||1.1.2.12.001|24,26|
|H010|3682|PC|14,000|2,735000|38,29|0|||1.1.2.12.001|38,29|
|H010|3684|UN|8,000|1,517500|12,14|0|||1.1.2.12.001|12,14|
|H010|3700|UN|1,000|3,190000|3,19|0|||1.1.2.12.001|3,19|
|H010|3717|UN|2,000|6,000000|12,00|0|||1.1.2.12.001|12,00|
